participant_id	session_id	atlas	hemisphere	structname	numvert	surfarea	grayvol	thickavg	thickstd	meancurv	gauscurv	foldind	curvind	index	segid	mean_wgpct	stddev_wgpct	min_wgpct	max_wgpct	range_wgpct	snr_wgpct
sub-20427	ses-2	gordon333dil	lh	???	9486	5781	1692	0.300	0.819	0.077	0.017	47	6.7	1	0	2.3916	9.9242	-78.4576	54.5967	133.0543	0.2410
sub-20427	ses-2	gordon333dil	lh	L_None_1	402	301	1537	3.767	1.309	0.125	0.045	5	0.5	2	1	20.9107	10.5429	0.0000	41.7778	41.7778	1.9834
sub-20427	ses-2	gordon333dil	lh	L_None_2	48	27	94	2.502	0.458	0.144	0.031	4	0.1	3	2	14.5407	7.7387	-4.4427	29.4424	33.8851	1.8790
sub-20427	ses-2	gordon333dil	lh	L_None_3	48	24	58	1.952	0.832	0.117	0.042	1	0.0	4	3	10.9088	5.4676	0.0000	20.7972	20.7972	1.9952
sub-20427	ses-2	gordon333dil	lh	L_None_4	962	686	3248	3.953	0.706	0.116	0.024	13	1.2	5	4	30.4589	7.9949	-17.9537	49.0701	67.0238	3.8098
sub-20427	ses-2	gordon333dil	lh	L_None_5	387	294	1081	2.866	0.564	0.148	0.035	9	0.6	6	5	29.5863	7.6565	6.5289	45.4551	38.9262	3.8642
sub-20427	ses-2	gordon333dil	lh	L_None_6	71	35	179	4.028	0.625	0.092	0.025	1	0.0	7	6	14.9743	3.2101	6.5865	22.1422	15.5557	4.6648
sub-20427	ses-2	gordon333dil	lh	L_None_7	403	295	729	2.540	0.388	0.129	0.025	6	0.4	8	7	31.2465	7.6556	8.6189	42.4854	33.8665	4.0815
sub-20427	ses-2	gordon333dil	lh	L_None_8	929	655	1880	3.165	0.622	0.122	0.022	7	0.9	9	8	30.9113	6.3593	4.1989	43.0350	38.8362	4.8608
sub-20427	ses-2	gordon333dil	lh	L_None_9	464	321	1144	3.090	0.601	0.104	0.018	3	0.4	10	9	35.2051	8.4421	-1.7527	48.6058	50.3585	4.1702
sub-20427	ses-2	gordon333dil	lh	L_None_10	506	349	1265	3.433	0.553	0.104	0.020	4	0.4	11	10	33.6874	9.4634	1.5338	49.7857	48.2520	3.5597
sub-20427	ses-2	gordon333dil	lh	L_None_11	816	531	1611	2.836	0.699	0.105	0.020	11	0.6	12	11	26.4250	7.7298	1.2835	41.8128	40.5293	3.4186
sub-20427	ses-2	gordon333dil	lh	L_None_12	362	270	908	2.768	0.607	0.148	0.038	12	0.6	13	12	26.5035	11.4905	-9.2152	44.5037	53.7189	2.3066
sub-20427	ses-2	gordon333dil	lh	L_None_13	431	271	1027	2.995	0.761	0.122	0.031	12	0.5	14	13	21.8595	10.0002	-7.8896	41.3297	49.2193	2.1859
sub-20427	ses-2	gordon333dil	lh	L_None_14	1420	925	3283	3.089	0.595	0.098	0.016	17	1.0	15	14	28.6501	6.4407	-3.3727	48.9085	52.2812	4.4482
sub-20427	ses-2	gordon333dil	lh	L_None_15	1147	877	4136	3.693	0.613	0.130	0.030	17	1.3	16	15	28.7877	7.5759	-0.8150	42.9057	43.7207	3.7999
sub-20427	ses-2	gordon333dil	lh	L_None_16	799	587	1743	2.766	0.422	0.133	0.031	14	1.0	17	16	27.1154	9.1321	-3.9490	43.0957	47.0447	2.9692
sub-20427	ses-2	gordon333dil	lh	L_None_17	879	592	2327	3.003	0.695	0.121	0.039	11	1.1	18	17	21.7678	8.6430	-4.1543	41.9157	46.0700	2.5186
sub-20427	ses-2	gordon333dil	lh	L_None_18	1113	731	2127	2.856	0.493	0.081	0.009	8	0.4	19	18	29.8031	5.9026	-3.4220	41.8472	45.2692	5.0492
sub-20427	ses-2	gordon333dil	lh	L_None_19	847	582	1876	3.108	1.572	0.109	0.024	9	0.7	20	19	19.6736	10.4787	-4.9818	39.0094	43.9912	1.8775
sub-20427	ses-2	gordon333dil	lh	L_None_20	225	126	511	2.880	0.887	0.092	0.019	3	0.1	21	20	23.7916	9.1042	-6.3896	37.2270	43.6166	2.6133
sub-20427	ses-2	gordon333dil	lh	L_None_21	609	434	2010	3.705	0.564	0.102	0.018	6	0.5	22	21	27.9665	6.2680	7.0736	41.3104	34.2368	4.4618
sub-20427	ses-2	gordon333dil	lh	L_Default_1	3004	2145	6588	2.747	0.538	0.131	0.026	52	3.0	23	48	26.8401	8.4232	-11.1964	44.6509	55.8473	3.1864
sub-20427	ses-2	gordon333dil	lh	L_Default_2	718	493	1918	3.202	0.475	0.110	0.020	8	0.5	24	49	32.9606	5.4459	17.8218	46.1913	28.3695	6.0524
