participant_id	session_id	atlas	hemisphere	structname	numvert	surfarea	grayvol	thickavg	thickstd	meancurv	gauscurv	foldind	curvind	index	segid	mean_wgpct	stddev_wgpct	min_wgpct	max_wgpct	range_wgpct	snr_wgpct
sub-21141	ses-2	HOCPATh25	lh	Frontal_Pole	12105	8914	27367	2.793	0.527	0.134	0.028	199	14.1	2	1	32.5238	9.2019	-19.4686	55.2747	74.7434	3.5345
sub-21141	ses-2	HOCPATh25	lh	Insular_Cortex	3386	2272	7490	3.451	0.763	0.096	0.017	24	2.3	3	2	28.0946	7.8603	-18.9074	42.3548	61.2622	3.5742
sub-21141	ses-2	HOCPATh25	lh	Superior_Frontal_Gyrus	6685	4382	15122	3.150	0.466	0.111	0.019	58	5.4	4	3	34.8512	5.7809	0.8434	49.6372	48.7938	6.0286
sub-21141	ses-2	HOCPATh25	lh	Middle_Frontal_Gyrus	7128	4818	15611	2.840	0.470	0.115	0.021	81	6.0	5	4	32.5810	7.1578	-2.2255	46.8029	49.0284	4.5518
sub-21141	ses-2	HOCPATh25	lh	Inferior_Frontal_Gyrus_pars_triangularis	1565	1090	3610	2.840	0.437	0.127	0.023	23	1.5	6	5	31.2845	7.8469	-1.9533	48.1891	50.1424	3.9869
sub-21141	ses-2	HOCPATh25	lh	Inferior_Frontal_Gyrus_pars_opercularis	1276	909	2798	2.808	0.319	0.122	0.022	17	1.2	7	6	32.3023	6.8371	10.6517	46.5666	35.9149	4.7245
sub-21141	ses-2	HOCPATh25	lh	Precentral_Gyrus	8583	5383	16349	2.819	0.545	0.103	0.018	68	6.4	8	7	27.2769	7.9203	-1.8851	47.5534	49.4385	3.4439
sub-21141	ses-2	HOCPATh25	lh	Temporal_Pole	2594	1858	7786	3.490	0.624	0.105	0.019	26	2.1	9	8	31.0568	6.5875	-0.4455	43.2188	43.6643	4.7145
sub-21141	ses-2	HOCPATh25	lh	Superior_Temporal_Gyrus_anterior_division	852	579	2101	3.070	0.435	0.108	0.018	10	0.6	10	9	31.0293	7.5869	4.2071	43.0476	38.8405	4.0899
sub-21141	ses-2	HOCPATh25	lh	Superior_Temporal_Gyrus_posterior_division	1468	974	3670	3.127	0.454	0.104	0.015	16	0.9	11	10	30.2988	6.7236	6.7052	48.6801	41.9749	4.5063
sub-21141	ses-2	HOCPATh25	lh	Middle_Temporal_Gyrus_anterior_division	762	530	2300	3.236	0.424	0.119	0.020	9	0.6	12	11	32.1912	5.6173	7.3791	43.6663	36.2873	5.7307
sub-21141	ses-2	HOCPATh25	lh	Middle_Temporal_Gyrus_posterior_division	2600	1753	5586	2.969	0.463	0.108	0.017	26	1.9	13	12	33.4233	5.9275	1.4503	46.3892	44.9390	5.6386
sub-21141	ses-2	HOCPATh25	lh	Middle_Temporal_Gyrus_temporooccipital_part	2033	1398	4840	3.013	0.385	0.103	0.018	22	1.5	14	13	32.3814	7.3685	1.6514	44.5491	42.8977	4.3946
sub-21141	ses-2	HOCPATh25	lh	Inferior_Temporal_Gyrus_anterior_division	457	316	1136	3.013	0.283	0.110	0.015	4	0.3	15	14	34.2714	4.5033	21.9682	43.8854	21.9173	7.6103
sub-21141	ses-2	HOCPATh25	lh	Inferior_Temporal_Gyrus_posterior_division	1625	1158	4273	3.134	0.541	0.113	0.022	17	1.4	16	15	31.3649	6.7178	-16.8474	43.6468	60.4942	4.6689
sub-21141	ses-2	HOCPATh25	lh	Inferior_Temporal_Gyrus_temporooccipital_part	1373	940	3013	2.908	0.641	0.110	0.019	14	0.9	17	16	33.1712	7.0661	-3.5160	48.9982	52.5142	4.6944
sub-21141	ses-2	HOCPATh25	lh	Postcentral_Gyrus	8155	5201	12554	2.273	0.609	0.110	0.020	75	7.0	18	17	27.0282	6.6699	-17.4906	45.8909	63.3815	4.0523
sub-21141	ses-2	HOCPATh25	lh	Superior_Parietal_Lobule	3325	2284	5840	2.424	0.397	0.121	0.021	39	3.0	19	18	29.7378	6.5190	-1.2633	47.3279	48.5913	4.5617
sub-21141	ses-2	HOCPATh25	lh	Supramarginal_Gyrus_anterior_division	2448	1653	5449	2.786	0.507	0.105	0.019	31	1.9	20	19	31.0533	7.5793	-4.0937	44.4912	48.5849	4.0972
sub-21141	ses-2	HOCPATh25	lh	Supramarginal_Gyrus_posterior_division	3121	2057	6008	2.769	0.495	0.102	0.016	29	2.1	21	20	32.7821	6.7069	2.5521	45.5358	42.9837	4.8878
sub-21141	ses-2	HOCPATh25	lh	Angular_Gyrus	2841	1880	6034	2.935	0.503	0.096	0.014	24	2.0	22	21	32.5857	6.2835	1.4852	44.4644	42.9792	5.1859
sub-21141	ses-2	HOCPATh25	lh	Lateral_Occipital_Cortex_inferior_division	5507	3602	9939	2.625	0.412	0.112	0.021	55	4.8	24	23	29.3756	6.0556	-4.0062	43.8340	47.8403	4.8510
sub-21141	ses-2	HOCPATh25	lh	Intracalcarine_Cortex	1391	994	1597	1.777	0.483	0.144	0.032	17	1.8	25	24	21.6831	5.8082	2.2295	38.4026	36.1730	3.7332
sub-21141	ses-2	HOCPATh25	lh	Frontal_Medial_Cortex	908	615	1830	2.668	0.717	0.110	0.021	14	0.8	26	25	33.3304	9.7491	-24.4232	52.7349	77.1581	3.4188
sub-21141	ses-2	HOCPATh25	lh	Juxtapositional_Lobule_Cortex_formerly_Supplementary_Motor_Cortex	1671	1078	3719	3.073	0.401	0.109	0.019	15	1.3	27	26	32.7638	5.4576	17.4319	45.8181	28.3862	6.0033
sub-21141	ses-2	HOCPATh25	lh	Subcallosal_Cortex	1243	842	2652	2.918	0.594	0.118	0.026	16	1.4	28	27	30.7304	8.8983	-17.6103	54.0036	71.6139	3.4535
sub-21141	ses-2	HOCPATh25	lh	Paracingulate_Gyrus	3855	2561	7640	2.853	0.435	0.106	0.021	37	3.0	29	28	34.5143	6.7508	0.6462	48.5656	47.9194	5.1126
sub-21141	ses-2	HOCPATh25	lh	Cingulate_Gyrus_anterior_division	2756	1938	5419	2.589	0.674	0.123	0.019	33	2.4	30	29	33.3816	6.5194	4.8897	49.5340	44.6443	5.1203
sub-21141	ses-2	HOCPATh25	lh	Cingulate_Gyrus_posterior_division	2689	1888	5377	2.709	0.650	0.126	0.026	37	2.8	31	30	29.6159	8.2721	5.2553	45.9776	40.7223	3.5802
sub-21141	ses-2	HOCPATh25	lh	Precuneous_Cortex	5128	3476	9599	2.683	0.441	0.119	0.021	59	4.6	32	31	29.7179	6.7121	3.0029	46.8472	43.8443	4.4275
sub-21141	ses-2	HOCPATh25	lh	Cuneal_Cortex	1709	1131	2620	2.219	0.386	0.114	0.022	15	1.5	33	32	25.3603	5.3717	8.5711	39.6308	31.0597	4.7211
sub-21141	ses-2	HOCPATh25	lh	Frontal_Orbital_Cortex	3491	2501	7775	2.914	0.539	0.119	0.022	46	3.3	34	33	30.6970	8.4627	-6.6042	50.1415	56.7458	3.6273
sub-21141	ses-2	HOCPATh25	lh	Parahippocampal_Gyrus_anterior_division	804	548	2250	3.454	0.573	0.114	0.024	7	0.7	35	34	26.3052	6.8746	1.3533	38.9967	37.6434	3.8264
sub-21141	ses-2	HOCPATh25	lh	Parahippocampal_Gyrus_posterior_division	857	546	1588	2.824	0.507	0.077	0.013	3	0.4	36	35	27.0136	11.4766	-75.1102	40.2654	115.3755	2.3538
sub-21141	ses-2	HOCPATh25	lh	Lingual_Gyrus	3449	2463	5534	2.308	0.599	0.133	0.027	46	3.9	37	36	24.0233	7.5784	-4.9899	42.7096	47.6995	3.1700
sub-21141	ses-2	HOCPATh25	lh	Temporal_Fusiform_Cortex_anterior_division	604	457	1646	3.116	0.543	0.126	0.031	9	0.6	38	37	28.2573	8.4046	-18.9514	45.9561	64.9075	3.3621
sub-21141	ses-2	HOCPATh25	lh	Temporal_Fusiform_Cortex_posterior_division	1579	1074	3366	2.976	0.569	0.109	0.018	17	1.3	39	38	30.0888	7.1764	-15.8544	44.6732	60.5277	4.1927
sub-21141	ses-2	HOCPATh25	lh	Temporal_Occipital_Fusiform_Cortex	1476	967	3220	3.120	0.547	0.092	0.017	14	1.0	40	39	29.2003	7.6344	0.4030	42.3056	41.9026	3.8248
sub-21141	ses-2	HOCPATh25	lh	Occipital_Fusiform_Gyrus	2645	1748	4354	2.510	0.440	0.112	0.023	24	2.4	41	40	27.5156	5.6903	0.6787	40.1105	39.4318	4.8355
sub-21141	ses-2	HOCPATh25	lh	Frontal_Operculum_Cortex	822	538	1595	2.958	0.452	0.090	0.014	6	0.5	42	41	34.2075	7.0949	-2.5887	45.2127	47.8014	4.8214
sub-21141	ses-2	HOCPATh25	lh	Central_Opercular_Cortex	2087	1419	4084	2.805	0.427	0.109	0.018	23	1.4	43	42	31.2375	7.2777	5.9429	45.2442	39.3013	4.2922
sub-21141	ses-2	HOCPATh25	lh	Parietal_Operculum_Cortex	1290	854	2241	2.767	0.424	0.111	0.017	12	0.9	44	43	32.1174	6.4332	-3.9268	45.4912	49.4180	4.9924
sub-21141	ses-2	HOCPATh25	lh	Planum_Polare	912	578	1657	3.248	0.364	0.075	0.008	3	0.3	45	44	32.5376	3.9257	13.8963	42.2315	28.3352	8.2884
sub-21141	ses-2	HOCPATh25	lh	Heschls_Gyrus_includes_H1_and_H2	1088	709	1992	2.602	0.406	0.104	0.013	12	0.6	46	45	23.5685	6.3878	1.2750	39.8975	38.6225	3.6896
sub-21141	ses-2	HOCPATh25	lh	Planum_Temporale	2005	1295	3444	2.846	0.377	0.083	0.011	13	0.9	47	46	30.0645	4.7764	-5.5146	45.0541	50.5686	6.2944
sub-21141	ses-2	HOCPATh25	lh	Supracalcarine_Cortex	447	305	606	2.058	0.664	0.143	0.025	6	0.6	48	47	23.2467	7.6116	7.8806	39.2490	31.3683	3.0541
sub-21141	ses-2	HOCPATh25	lh	Occipital_Pole	5580	3462	6056	1.693	0.453	0.126	0.027	62	6.5	49	48	22.5142	6.3640	-1.3993	38.6468	40.0462	3.5377
sub-21141	ses-2	HOCPATh25	rh	Frontal_Pole	14877	10822	31234	2.628	0.523	0.136	0.030	251	18.0	2	1	31.5409	9.4554	-22.5497	57.4245	79.9742	3.3358
sub-21141	ses-2	HOCPATh25	rh	Insular_Cortex	3118	2087	6896	3.360	0.714	0.094	0.017	21	2.1	3	2	28.0333	7.7042	-10.8413	43.7238	54.5651	3.6387
sub-21141	ses-2	HOCPATh25	rh	Superior_Frontal_Gyrus	6088	4033	13912	3.055	0.527	0.111	0.018	53	4.8	4	3	34.5957	5.6763	7.9228	49.2117	41.2888	6.0947
sub-21141	ses-2	HOCPATh25	rh	Middle_Frontal_Gyrus	6780	4625	14208	2.842	0.413	0.110	0.019	70	5.4	5	4	33.0123	6.9193	-5.2227	49.8019	55.0247	4.7710
sub-21141	ses-2	HOCPATh25	rh	Inferior_Frontal_Gyrus_pars_triangularis	1609	1056	3598	2.898	0.394	0.117	0.018	18	1.2	6	5	31.0981	5.8769	10.2993	43.6567	33.3574	5.2916
sub-21141	ses-2	HOCPATh25	rh	Inferior_Frontal_Gyrus_pars_opercularis	1559	1083	3209	2.743	0.373	0.108	0.016	18	1.2	7	6	30.8772	6.8434	1.2257	44.5945	43.3688	4.5119
sub-21141	ses-2	HOCPATh25	rh	Precentral_Gyrus	8454	5287	15330	2.734	0.577	0.103	0.017	63	6.3	8	7	26.6233	7.3768	-7.5969	43.2426	50.8395	3.6091
sub-21141	ses-2	HOCPATh25	rh	Temporal_Pole	2735	1929	7944	3.391	0.619	0.101	0.018	29	2.0	9	8	30.9539	6.8176	5.1230	45.3602	40.2372	4.5403
sub-21141	ses-2	HOCPATh25	rh	Superior_Temporal_Gyrus_anterior_division	844	567	1949	3.029	0.599	0.124	0.021	12	0.8	10	9	28.9666	6.8730	4.7045	40.8705	36.1660	4.2146
sub-21141	ses-2	HOCPATh25	rh	Superior_Temporal_Gyrus_posterior_division	1583	1006	3619	3.107	0.397	0.104	0.016	17	1.1	11	10	29.5726	6.5870	4.4839	48.3892	43.9053	4.4896
sub-21141	ses-2	HOCPATh25	rh	Middle_Temporal_Gyrus_anterior_division	693	474	1992	3.302	0.460	0.107	0.020	7	0.6	12	11	32.2013	6.8688	-0.0736	44.0997	44.1732	4.6881
sub-21141	ses-2	HOCPATh25	rh	Middle_Temporal_Gyrus_posterior_division	2511	1672	5602	3.077	0.421	0.114	0.018	25	1.9	13	12	33.3178	5.9588	3.8808	46.9377	43.0569	5.5913
